,Text,Date,Year,hashtag,Cleaned,final_sentiment
5069,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/dl6Nromir2",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5070,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/DaAbXFe04H",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5071,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/GNJG8X6yC4",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5072,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/ghd1S5InUP",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5073,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/kg35bbGOZF",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5074,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/BumeUdlEyC",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5075,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/A6E5lIVxtG",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5076,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/Z90d4me7tX",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5077,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/32W6xzIduH",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5078,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/c5Mll29ywp",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5079,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/TRU0K8OD68",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5080,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/oy6dRXJ7gW",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5081,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/AFbJsH51MM",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5082,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/LcQB0lJD0b",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5083,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/a7nwV9vyl7",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5084,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/LcfHUuCQV2",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5085,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/kqNHkXqHon",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5086,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/8JjoObfgkR",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5087,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/eOBp5SZozJ",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5088,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/L1ArdAGIqs",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5089,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/wpzfgt2Vdh",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5090,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/tn429wCFM1",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5091,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/98qSRMhncw",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5092,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/pLJpo7ussU",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5093,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/zroGx2vLi6",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5094,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/p8LOELzzqz",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5095,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/sNYt1qv95X",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5096,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/Tye5Cb4Lpg",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5097,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/pk05dHRDv7",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5098,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/B5Vgcd9BuT",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5099,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/obX8PqBo7u",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5100,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/upi6ev4IvU",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5101,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/eEJF0Hyquq",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5102,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/UxUD4F5Q5I",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5103,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/I2kaAPzqtN",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5104,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/GbSzlXm54M",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5105,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/hsKC5WEjsA",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5106,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/8OXp5k4QuH",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5107,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/cM1bBftOmH",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5108,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/Pt3I7y8O6A",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5109,"#MannKiBaat
#JantarMantar 
Kya yahi loktantra hai jisme janta anyay ke khilaf aawaj bhi nahi utha sakti https://t.co/b4iVEHAM95",2017-10-30,2017,"['MannKiBaat', 'JantarMantar']",yahi loktantra jisme janta anyay khilaf aawaj nahi utha sakti,-1
5110,"Poppulation = bad nature,invourmenr =hot place =polution =joblessness = poor india 
#MannKiBaat ,@narendramodi ,@swachhbharat @ZeeNews",2017-10-30,2017,['MannKiBaat'],poppulation natureinvourmenr place lution joblessness poor india,-1
5111,"How many questions can you answer correctly in the #MannKiBaat quiz, on the... https://t.co/laAfznhxwr by #narendramodi via @c0nvey https://t.co/tQah93V11R",2017-10-30,2017,"['MannKiBaat', 'narendramodi']",many questions answer correctly quiz,1
5112,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/Nn5HxSuwD6 @narendramodi,2017-10-30,2017,['MannKiBaat'],just took quiz narendra modi,1
5113,"भगवान की भक्ति में nature को लात मारना सही है?
हम क्यों नही अभी तक ये नही समझ पा रहे की nature hi sb kuchh hai @narendramodi #MannKiBaat",2017-10-30,2017,['MannKiBaat'],nature nature kuchh,1
5114,"@narendramodi It was quiet a tough quiz! So how was my performance Sir?
#MannKiBaat https://t.co/rk63iEnM1F",2017-10-30,2017,['MannKiBaat'],quiet tough quiz performance,-1
5115,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/b2MSLFDFOu https://t.co/XBFFcxOKju,2017-10-30,2017,['MannKiBaat'],just took quiz narendra modi,1
5116,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/e3vuSP5ftE,2017-10-30,2017,['MannKiBaat'],just took quiz narendra modi,1
5117,"Chk trnders https://t.co/vyq6RxaclT TwitterIN - Trends: ""Trending India 05:21 AM IST""1. #HappyNewYear20182. #WhatsAppDown3. #BirthMonthOfShahSatnamJi4. #MaranaMatta5. #Rajinikanthpoliticalentry6. CRPF7. Nitin Patel8. New Years At The Lalit9. Positive India10. #MannKiBaat",2017-12-31,2017,"['HappyNewYear20182', 'WhatsAppDown3', 'BirthMonthOfShahSatnamJi4', 'MaranaMatta5', 'Rajinikanthpoliticalentry6', 'MannKiBaat']",trnders twitterin trends trending india crpf nitin patel years lalit positive india,1
5118,"Major boast to defence in 2017 with many firsts and world records
👏👏🇮🇳👏👏
#HappyNewYear2018
#Rajinikanthpoliticalentry
#MannKiBaat https://t.co/zJseZxspwY",2017-12-31,2017,"['HappyNewYear2018', 'Rajinikanthpoliticalentry', 'MannKiBaat']",major boast defence with many firsts world records,1
5119,"Retweeted PMO India (@PMOIndia):

During #MannKiBaat last month, I had spoken about #PositiveIndia. I am happy... https://t.co/o2axD9oVx6",2017-12-31,2017,"['MannKiBaat', 'PositiveIndia']",retweeted india uring last month spoken about happy,1
5120,"It had come to our notice that if a Muslim woman wants to go on Haj ,she must have a ‘Mehram’ or a male guardian, otherwise she cannot travel, it was discriminatory, we have changed this rule and this year arnd 1300 women applied to go without a male guardian: PM Modi #MannKiBaat",2017-12-31,2017,['MannKiBaat'],come notice that muslim woman wants must have mehram male guardian otherwise cannot travel discriminatory have changed this rule this year arnd women applied without male guardian modi,-1
5121,The Irony of our Islamic society is we needed a strong Hindu voice to clean our mess even though it could have been easily be from our internal religious leaders. Thanks @narendramodi #TripleTalaq #MannKiBaat,2017-12-31,2017,"['TripleTalaq', 'MannKiBaat']",irony islamic society needed strong hindu voice clean mess even though could have been easily from internal religious leaders thanks,1
5122,"#HappyNewYear #Rajinikanthpoliticalentry #MannKiBaat #whatsappdown #Padmavati #CRPF #TomorrowsWorld #Happy2018 #Welcome2018 #NewYearsEve

https://t.co/TNbYLxYIg2

Charlie Chaplin The BEST FUNNY Man in The World????? https://t.co/LKQxP8HaSp",2017-12-31,2017,"['HappyNewYear', 'Rajinikanthpoliticalentry', 'MannKiBaat', 'whatsappdown', 'Padmavati', 'CRPF', 'TomorrowsWorld', 'Happy2018', 'Welcome2018', 'NewYearsEve']",chaplin best funny world,1
5123,RT @IndiainSweden: RT @narendramodi: I convey greetings for a happy 2018. I also convey my best wishes for the various festivals we will mark in January 2018. #MannKiBaat https://t.co/LllueRlZXt,2017-12-31,2017,['MannKiBaat'],convey greetings happy also convey best wishes various festivals will mark january,1
5124,"RT @MKumara77347784: RT @naqvimukhtar: Thanks to PM Shri @narendramodi Ji for mentioning in today’s #MannKiBaat, the decision of Minority Affairs Ministry to lift ban on women going for Haj without “Mehram” (male guardian).",2017-12-31,2017,['MannKiBaat'],thanks shri mentioning todays decision minority affairs ministry lift women going without mehram male guardian,1
5125,"Chk trnders https://t.co/vyq6RxaclT TwitterIN - Trends: Check https://t.co/q1p7FAwQWX ""#MannKiBaat"" at: https://t.co/1SfRqEK5DE …",2017-12-31,2017,['MannKiBaat'],trnders twitterin trends check,1
5126,"Chk trnders https://t.co/vyq6RxaclT TwitterIN - Trends: ""#MannKiBaat"" is trending in India at rank 9.",2017-12-31,2017,['MannKiBaat'],trnders twitterin trends trending india rank,1
5127,@CaptAbhimanyu let hope in new year UR department will improve on its deficiencies and God gives U enough courage to overcome UR scheduled delay for gazzete 203-2017 regularization.@cmohry @mlkhattar @PMOIndia @arunjaitley #MannKiBaat @EconomicTimes @ZeeBusiness @CNBC_Awaaz https://t.co/TAAOVMhjYY,2017-12-31,2017,['MannKiBaat'],hope year department will improve deficiencies gives enough courage overcome scheduled delay gazzete regularization,1
5128,"@dreamgirlhema : Decongestion is a better advisable solution. Do you really think population limit is a practical solution? Why not sparse population distribution and city-scape expansion?
Inviting discussions. #AajNews #MumbaiFire #hemamalini #MannKiBaat #Mumbai",2017-12-31,2017,"['AajNews', 'MumbaiFire', 'hemamalini', 'MannKiBaat', 'Mumbai']",decongestion better advisable solution really think population limit practical solution sparse population distribution cityscape expansioninviting discussions,1
5129,Cheers to a new year and another chance for us to get it right. #HappyNewYear2018 #LookBeforeYouLeave #MannKiBaat #Padmavati #AbhinavSrNewYear #2018 https://t.co/IUxVqco0aQ,2017-12-31,2017,"['HappyNewYear2018', 'LookBeforeYouLeave', 'MannKiBaat', 'Padmavati', 'AbhinavSrNewYear', '2018']",cheers year another chance right,1
5130,#MannKiBaat begins shortly. It can be heard here. https://t.co/QAIBftn9Ww by #narendramodi via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'narendramodi']",begins shortly heard here,1
5131,https://t.co/Iqca01owxV top trending games of the year 2017 best apps and free games for android play and share best and top games on google play store #HappyNewYear2018 #Rajinikanthpoliticalentry #MannKiBaat #whatsappdown #Padmavati #Happy2018,2017-12-31,2017,"['HappyNewYear2018', 'Rajinikanthpoliticalentry', 'MannKiBaat', 'whatsappdown', 'Padmavati', 'Happy2018']",trending games year best apps free games android play share best games google play store,1
5132,"Best friend hand you know how i feel it's new day it's new life 
I'm feeling good 😝
#MannKiBaat",2017-12-31,2017,['MannKiBaat'],best friend hand know feel life feeling good,1
5133,So basically #India may be the most corrupt country but the #EVM used in #GeneralElections are incorruptible... #BJPLieHard #MannKiBaat,2017-12-31,2017,"['India', 'EVM', 'GeneralElections', 'BJPLieHard', 'MannKiBaat']",basically most corrupt country used incorruptible,-1
5134,"@DesiPoliticks @narendramodi U are making fun that ghar main shaadi hai or paise nahi hai. Shame on you if you do not understand the plight of a father who's daughter is getting married. Ye hoti hai neech soch. Black ko white karne wale. 
#HappyNewYear2018 #Happy2018 #ModiLies #MannKiBaat",2017-12-31,2017,"['HappyNewYear2018', 'Happy2018', 'ModiLies', 'MannKiBaat']",making that ghar main shaadi paise nahi shame understand plight father whos daughter getting married hoti neech soch black white karne wale,-1
5135,#MannKiBaat You are too much into self promotion... Why don't you fix common people issues? @PMOIndia @narendramodi trains are running late by record 12 hours. I recall 90's when this was the situation. If you want to sell Railway just do it don't sell people https://t.co/OdpSuV8WFh,2017-12-31,2017,['MannKiBaat'],much into self promotion dont common people issues trains running late record hours recall when this situation want sell railway just dont sell people,-1
5136,"अगर #Rajnikanth चुनाव लड़ते हे तो देश की राजनीति में तो पता नहि पर तमिलनाडु की राजनीति में जरूर असर पड़ेगा ओर पार्टियों पर किसी भी प्रकार का कोई असर नहीं पड़ेगा ये इसलिए की मोदी जी देश हित के देश के लिए कार्य कर रहे हैं,अगर कोई इस देश को आगे ला सकता हैं तो वो हैं Namo
#MannKiBaat",2017-12-31,2017,"['Rajnikanth', 'MannKiBaat']",namo,1
5137,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/JYQyzsXxyJ You will realiz a part of nation building.,2017-12-31,2017,['MannKiBaat'],just took quiz narendra modi will realiz part nation building,1
5138,#MannKiBaat begins shortly. It can be heard here. https://t.co/MCUWAGoOFH by #narendramodi via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'narendramodi']",begins shortly heard here,1
5139,"@Michael5SOS Dear all
I wish that this new year ahead throws at you much pleasure, health, work and winning in their life plans.
🎊HAPPY NEW YEAR 2018.”🎊

#HappyNewYear2018 #Welcome2018 #HappyNewYear #NewYear2018 #NYE2018 #Hello2018 #MannKiBaat #WhatsApp #WhatsAppDown https://t.co/25v5d9OdSN",2017-12-31,2017,"['HappyNewYear2018', 'Welcome2018', 'HappyNewYear', 'NewYear2018', 'NYE2018', 'Hello2018', 'MannKiBaat', 'WhatsApp', 'WhatsAppDown']",dear alli wish that this year ahead throws much pleasure health work winning their life planshappy year,-1
5140,"@onedirection Dear all
I wish that this new year ahead throws at you much pleasure, health, work and winning in their life plans.
🎊HAPPY NEW YEAR 2018.”🎊

#HappyNewYear2018 #Welcome2018 #HappyNewYear #NewYear2018 #NYE2018 #Hello2018 #MannKiBaat #WhatsApp #WhatsAppDown https://t.co/25v5d9OdSN",2017-12-31,2017,"['HappyNewYear2018', 'Welcome2018', 'HappyNewYear', 'NewYear2018', 'NYE2018', 'Hello2018', 'MannKiBaat', 'WhatsApp', 'WhatsAppDown']",dear alli wish that this year ahead throws much pleasure health work winning their life planshappy year,-1
5141,RT @rajaguptakgn: RT @PMOIndia: PM @narendramodi addresses the 'New India Youth' during today's #MannKiBaat https://t.co/5fSU1LqbIK,2017-12-31,2017,['MannKiBaat'],addresses india youth during todays,1
5142,RT @rajnesh_mahajan: RT @BJP4India: The final #MannKiBaat of 2017 on the final day of the year. Hear PM Shri @narendramodi's #MannKiBaat program. https://t.co/X9R4rc7MrA,2017-12-31,2017,"['MannKiBaat', 'MannKiBaat']",final final year hear shri program,-1
5143,RT @GirdharDubey: RT @BJP4India: PM Shri @narendramodi will share his #MannKiBaat to the nation today at 11 am. Listen him LIVE at Narendra Modi mobile app || https://t.co/vUYqvN087E || https://t.co/8OZ1Ol5CTa https://t.co/OvF9RWwpg3,2017-12-31,2017,['MannKiBaat'],shri will share nation today listen live narendra modi mobile,1
5144,"@BTS_twt Dear all
I wish that this new year ahead throws at you much pleasure, health, work and winning in their life plans.
🎊HAPPY NEW YEAR 2018.”🎊

#HappyNewYear2018 #Welcome2018 #HappyNewYear #NewYear2018 #NYE2018 #Hello2018 #MannKiBaat #WhatsApp #WhatsAppDown https://t.co/25v5d9OdSN",2017-12-31,2017,"['HappyNewYear2018', 'Welcome2018', 'HappyNewYear', 'NewYear2018', 'NYE2018', 'Hello2018', 'MannKiBaat', 'WhatsApp', 'WhatsAppDown']",dear alli wish that this year ahead throws much pleasure health work winning their life planshappy year,-1
5145,"It's about to touch 12 hours delay, mostly just within 50 KM of stretch. #MannKiBaat @DDNewsLive @ZeeNews @republic why really common man would care about bullet train when you can't offer basic facilities like train running on time or passenger facilities on Railway stations. https://t.co/HBFHrIfstn",2017-12-31,2017,['MannKiBaat'],about touch hours delay mostly just within stretch really common would care about bullet train when cant offer basic facilities like train running time passenger facilities railway stations,-1
5146,"@SrBachchan Dear all
I wish that this new year ahead throws at you much pleasure, health, work and winning in their life plans.
🎊HAPPY NEW YEAR 2018.”🎊

#HappyNewYear2018 #Welcome2018 #HappyNewYear #NewYear2018 #NYE2018 #Hello2018 #MannKiBaat #WhatsApp #WhatsAppDown https://t.co/25v5d9OdSN",2017-12-31,2017,"['HappyNewYear2018', 'Welcome2018', 'HappyNewYear', 'NewYear2018', 'NYE2018', 'Hello2018', 'MannKiBaat', 'WhatsApp', 'WhatsAppDown']",dear alli wish that this year ahead throws much pleasure health work winning their life planshappy year,-1
5147,"Dear all
I wish that this new year ahead throws at you much pleasure, health, work and winning in their life plans.
🎊HAPPY NEW YEAR 2018.”🎊

#HappyNewYear2018 #Welcome2018 #HappyNewYear #NewYear2018 #NYE2018 #Hello2018 #MannKiBaat #WhatsApp #WhatsAppDown #LookBeforeYouLeave https://t.co/25v5d9OdSN",2017-12-31,2017,"['HappyNewYear2018', 'Welcome2018', 'HappyNewYear', 'NewYear2018', 'NYE2018', 'Hello2018', 'MannKiBaat', 'WhatsApp', 'WhatsAppDown', 'LookBeforeYouLeave']",dear alli wish that this year ahead throws much pleasure health work winning their life planshappy year,-1
5148,"Today, on the occasion of this new year, all of us take oath to make intoxicant free India, are you with us
#HappyNewYear2018
#MannKiBaat
please watch spiritual knowledge on sadhna tv at 7:40 pm य https://t.co/ojj86DeDyi",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",today occasion this year take oath make intoxicant free india with watch spiritual knowledge sadhna,1
5149,#MannKiBaat begins shortly. It can be heard here. https://t.co/9MB4o7VSZo by #narendramodi via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'narendramodi']",begins shortly heard here,1
5150,"Today, on the occasion of this new year, all of us take oath to make intoxicant free India, are you with us
#HappyNewYear2018
#MannKiBaat
please watch spiritual knowledge on sadhna tv at 7:40 pm https://t.co/HbeYwlYd7u",2017-12-31,2017,"['HappyNewYear2018', 'MannKiBaat']",today occasion this year take oath make intoxicant free india with watch spiritual knowledge sadhna,1
5151,"NEW YEAR RESOLUTIONS :-

Optimistic People : 
1. Go to gym everyday n get abs.
2. Work hard until I get into a good college.

Sahilistic People : 
1. Hafte mai 3 din pakka nahaunga.
2. Roz 1 baje tak promise soo jaunga.

#NewYear2018 #MannKiBaat #RETWEEET",2017-12-31,2017,"['NewYear2018', 'MannKiBaat', 'RETWEEET']",year resolutions timistic people everyday work hard until into good collegesahilistic people hafte pakka nahaunga baje promise jaunga,-1
5152,"#MannKiBaat train running late by 11 hours? Can someone think of agony of the passengers waiting on the platform specially women and children. #Modi ko logon ke Mann ki baat sunani chaiye, gyaan na hin de to achha hai. @narendramodi https://t.co/pB0lmP34eI",2017-12-31,2017,"['MannKiBaat', 'Modi']",train running late hours someone think agony passengers waiting platform specially women children logon mann baat sunani chaiye gyaan achha,-1
5153,#MannKiBaat begins shortly. It can be heard here. https://t.co/7zaCqReVMN by #narendramodi via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'narendramodi']",begins shortly heard here,1
5154,"Goodbye 2017, No year could ever stay more than a year so were you. Welcome 2018, I trust you. Happy New Year #HappyNewYear #HappyNewYear2018 #MannKiBaat",2017-12-31,2017,"['HappyNewYear', 'HappyNewYear2018', 'MannKiBaat']",goodbye year could ever stay more than year were welcome trust happy year,1
5155,"Naye saal me 
  Petrol price =??
  Employment = ??
  Improvement in Health &amp; Education system = ??
Difference between USD&amp; INR ??
Black Money from Swiss Bank =?
 #MannkiBaat",2017-12-31,2017,['MannkiBaat'],naye saal petrol price employment improvement health education system difference between usdamp black money from swiss bank,1
5156,"Dear PM @narendramodi Sir, ""Mehram"" rules were imposed ""by"" the Saudi Government &amp; now have been relaxed ""by"" the Saudi Government. For (Hindu) GOD sake, please stop fooling people in 2018. #MannKiBaat is a #fiction story. https://t.co/0EzAMfc4Z2",2017-12-31,2017,"['MannKiBaat', 'fiction']",dear mehram rules were imposed saudi government have been relaxed saudi government hindu sake please stop fooling people story,-1
5157,#MannKiBaat begins shortly. It can be heard here. https://t.co/MTfstcyrkU by #narendramodi via @ridder_co,2017-12-31,2017,"['MannKiBaat', 'narendramodi']",begins shortly heard here,1
