,Text,Date,Year,hashtag,Cleaned
155,"@microrkl Long List
-
NaMo : #MannKiBaat
-
Diggi: #TannKiBaat
-
Sonia: #DhannKiBaat
-
Kejirwal: #DharneKiBaat
-
@sambitswaraj : #LogicKiBaat",2014-11-07,2014,"['MannKiBaat', 'TannKiBaat', 'DhannKiBaat', 'DharneKiBaat', 'LogicKiBaat']",long listnamo diggi sonia kejirwal
158,"PM @narendramodi encourages use of social media for his #MannKiBaat broadcasts

Read: http://t.co/h2BHEmWHeQ http://t.co/dSy9LJdWZl",2014-11-07,2014,['MannKiBaat'],encourages social media broadcastsread
159,@arunjaitley &amp; @narendramodi sir govt needs to seriously review NPAs of PSU banks. Need action from Govt on this #mannkibaat clean Bal sheet,2014-11-07,2014,['mannkibaat'],govt needs seriously review npas banks need action from govt this clean sheet
160,"People now want to take up social responsibilities,” Modi said on 2nd ‘Mann Ki Baat’ http://t.co/uHDqaMwyB7 via @narendramodi #MannkiBaat",2014-11-07,2014,['MannkiBaat'],people want take social responsibilities modi said mann baat
161,".@ChomskyFL Bhaiya-bhabhi ka order hai, ""Karlo India Mutthi Mein"". Asli baat 'Money Ki Baat'. #MannKiBaat",2014-11-07,2014,['MannKiBaat'],bhaiyabhabhi order karlo india mutthi mein asli baat money baat
162,"“I was told that khadi sales increased by almost 125%,” Modi said on the #MannKiBaat http://t.co/uHDqaMwyB7 via @narendramodi",2014-11-07,2014,['MannKiBaat'],told that khadi sales increased almost modi said
163,PM Narendra Modi’s #MannKiBaat – Connecting with the masses through AIR http://t.co/uHDqaMwyB7 via @narendramodi @airnewsalerts,2014-11-07,2014,['MannKiBaat'],narendra modis connecting with masses through
164,"PM Modi has invited people to write to him at: #MannKiBaat, Akashvani, Sansad Marg, New Delhi http://t.co/uHDqaMwyB7 via @narendramodi",2014-11-07,2014,['MannKiBaat'],modi invited people write akashvani sansad marg delhi
165,PM asked people to use social media to tell him about their views &amp; experiences on #MannKiBaat http://t.co/uHDqaMwyB7 via @narendramodi,2014-11-07,2014,['MannKiBaat'],asked people social media tell about their views experiences
166,PM Modi encourages use of social media for his Mann ki Baat broadcasts http://t.co/uHDqaMwyB7 via @narendramodi #MannkiBaat #PMOnAIR,2014-11-07,2014,"['MannkiBaat', 'PMOnAIR']",modi encourages social media mann baat broadcasts
167,"@narendramodi encourages use of social media for his #mannkibaat broadcasts
@PMOIndia 

Read: http://t.co/fpa2wbkHVE http://t.co/yg7d6v7p3S",2014-11-07,2014,['mannkibaat'],encourages social media broadcasts read
168,@narendramodi #mannkibaat - 2 People like me want to actively participate in Punjab politics doont get the chance as it is run by landlords,2014-11-07,2014,['mannkibaat'],people like want actively participate punjab politics doont chance landlords
169,@narendramodi - #mannkibaat no. 1 - All developed and progressive countries require their ministers to do higher edu like MBA.,2014-11-07,2014,['mannkibaat'],developed progressive countries require their ministers higher like
170,'Nirmal Bharat Abhiyan' is now 'Swacch Bharat Abhiyaan' #mannkibaat,2014-11-07,2014,['mannkibaat'],nirmal bharat abhiyan swacch bharat abhiyaan
171,@sardesairajdeep Your #mannkibaat,2014-11-07,2014,['mannkibaat'],your
172,This is the way discipline is being maintained to have a beautiful society If a minister is late http://t.co/nIQJtLpIfn? #mannkibaat,2014-11-07,2014,['mannkibaat'],this discipline being maintained have beautiful society minister late
173,"#mannkibaat It is very shameful and hurting that some fool organization threatening our PM, ALLAH will protect you.We are with you.",2014-11-07,2014,['mannkibaat'],very shameful hurting that some fool organization threatening allah will protect youwe with
174,#mannkibaat Sirji Please fix corruption in police department. For even passport police verification they take bribe.,2014-11-07,2014,['mannkibaat'],sirji please corruption police department even passport police verification they take bribe
176,@centerofright Who is Aruna Roy? Some Queen? I'm Glad that Govt has stopped giving importance to such Activists!She can talk via #MannKiBaat,2014-11-07,2014,['MannKiBaat'],aruna some queen glad that govt stopped giving importance such activistsshe talk
177,"PM #NarendraModi encourages use of #socialmedia for his #MannkiBaat broadcasts.  http://t.co/vZYfpTmoy2
#mankibaat #pmonair",2014-11-07,2014,"['NarendraModi', 'socialmedia', 'MannkiBaat', 'mankibaat', 'pmonair']",encourages broadcasts
178,"मोदी के अपने लोगों ने ही उड़ाया 'स्वच्छ भारत अभियान PM Modi #mannkibaat #YesWeAreSerious
#ILiveNaturally http://t.co/3ixovbQROp",2014-11-07,2014,"['mannkibaat', 'YesWeAreSerious', 'ILiveNaturally']",modi
179,"Oh India, please legalize #marijuna #mannkibaat",2014-11-07,2014,"['marijuna', 'mannkibaat']",india please legalize
180,We know what #mannkibaat means? It means #CheatingCleanIndia and #BJPKiMCDLoot for BJP. #BJPDoobMaro http://t.co/SgECdApLJf,2014-11-06,2014,"['mannkibaat', 'CheatingCleanIndia', 'BJPKiMCDLoot', 'BJPDoobMaro']",know what means means
181,I Sometimes see myself as a man walking in the dark with an oil-less lamp &amp; a matchbox without match-sticks. #life #mannkibaat,2014-11-06,2014,"['life', 'mannkibaat']",sometimes myself walking dark with oilless lamp matchbox without matchsticks
182,"At times, you are torn inside your own self, searching for answers of few questions who have no answers. What to do?? #mannkibaat #life",2014-11-06,2014,"['mannkibaat', 'life']",times torn inside your self searching answers questions have answers what
183,@SharmaKadambini ab desh ke dusre gandhi ji urf modi ji Ki #mannkibaat hoti h na aakaswani par. @narendramodi,2014-11-06,2014,['mannkibaat'],desh dusre gandhi modi hoti aakaswani
184,Neend aa rahi hai! #mannkibaat,2014-11-06,2014,['mannkibaat'],neend rahi
185,@witchybitchygal Wah That's call #MannKiBaat,2014-11-06,2014,['MannKiBaat'],thats call
186,@abpnewstv can someone show her how to tune into radio every month to listen @narendramodi talking #mannkibaat,2014-11-06,2014,['mannkibaat'],someone show tune into radio every month listen talking
187,"#mannkibaat – Connecting with the masses
http://t.co/yz4EDBkz3L",2014-11-06,2014,['mannkibaat'],connecting with masses
188,"""@ket25: NaMo shouldn't talk about his #MannKiBaat in Australia. May go the Bhajji way. #MonkeyGate""",2014-11-06,2014,"['MannKiBaat', 'MonkeyGate']",namo shouldnt talk about australia bhajji
190,#mannkibaat minorities wounds will stimulate by inclusion of Girirajsingh in cabinet.,2014-11-06,2014,['mannkibaat'],minorities wounds will stimulate inclusion girirajsingh cabinet
191,NaMo shouldn't talk about his #MannKiBaat in Australia. May go the Bhajji way. #MonkeyGate http://t.co/v19IAacoB9,2014-11-06,2014,"['MannKiBaat', 'MonkeyGate']",namo shouldnt talk about australia bhajji
192,The way ppl r confused over the national issue of #whatsapp ticks turning blue. Mr Modi might ve to address this on #mannkibaat,2014-11-06,2014,"['whatsapp', 'mannkibaat']",confused over national issue ticks turning blue modi might address this
193,👍 “@ket25: @coolfunnytshirt NaMo shouldn't talk about his #MannKiBaat in Australia. May go the Bhajji way.” #FunnyMan,2014-11-06,2014,"['MannKiBaat', 'FunnyMan']",namo shouldnt talk about australia bhajji
194,#mannkibaat  @narendramodi so many citizens hv alredy inform u abt destructive effect of #genderbiasedlaw #fakecases #crimeagainstmen,2014-11-06,2014,"['mannkibaat', 'genderbiasedlaw', 'fakecases', 'crimeagainstmen']",many citizens alredy inform destructive effect
196,NaMo shouldn't talk about his #MannKiBaat in Australia. May go the Bhajji way. #MonkeyGate,2014-11-06,2014,"['MannKiBaat', 'MonkeyGate']",namo shouldnt talk about australia bhajji
197,@coolfunnytshirt NaMo shouldn't talk about his #MannKiBaat in Australia. May go the Bhajji way.,2014-11-06,2014,['MannKiBaat'],namo shouldnt talk about australia bhajji
198,"#mannkibaat promotes AIR &amp; IndiaPost :D
RT""@DDNewsLive Flood of letters to PM makes postal officials roll up sleeves http://t.co/LpRb0AXbCy",2014-11-06,2014,['mannkibaat'],promotes indiapost flood letters makes postal officials roll sleeves
200,@narendramodi @BJP4India Where are 15 lakhs..?  #mannkibaat,2014-11-06,2014,['mannkibaat'],where lakhs
201,My analysis on India's drug problem @httweets -#India on a 'high' with 7 drugaddiction suicides every day-http://t.co/D2nlM2UohQ #MannkiBaat,2014-11-06,2014,"['India', 'MannkiBaat']",analysis indias drug problem high with drugaddiction suicides every
202,#Modi’s #MannKiBaat has undoubtedly hit the bull’s eye with citizens &amp; given #AIR a new lease of life.,2014-11-06,2014,"['Modi', 'MannKiBaat', 'AIR']",undoubtedly bulls with citizens given lease life
203,"Ahead of #Modi's next #mannkibaat, HT data team looks at the drug problem in India @htTweets: http://t.co/tfP31nLA6F http://t.co/fK1hAn2IsA”",2014-11-06,2014,"['Modi', 'mannkibaat']",ahead next data team looks drug problem india
204,"Bangla Motor car dilaa dey.

#mannkibaat",2014-11-06,2014,['mannkibaat'],bangla motor dilaa
205,"Tum se hi din hota h.

#mannkibaat",2014-11-06,2014,['mannkibaat'],hota
206,"JESUS.
#mannkibaat",2014-11-06,2014,['mannkibaat'],jesus
207,"WHY NO FOOD ANYWHERE?
#mannkibaat",2014-11-06,2014,['mannkibaat'],food anywhere
208,"I feel so lifeless right now.

#mannkibaat",2014-11-06,2014,['mannkibaat'],feel lifeless right
209,Ohh ! Fir se #mannkibaat ..Sir #modi with all respect Zyada nhi ho raha !,2014-11-06,2014,"['mannkibaat', 'modi']",with respect zyada raha
210,#delhi #mannkibaat it doesn't feel gud to work on babaji ka bday #GuruNanakJayanti  #GuruPurab,2014-11-06,2014,"['delhi', 'mannkibaat', 'GuruNanakJayanti', 'GuruPurab']",doesnt feel work babaji bday
211,"@PMOIndia #MannKiBaat
Sir we should ban begging in India to have a #cleanindia",2014-11-06,2014,"['MannKiBaat', 'cleanindia']",should begging india have
212,#MannKiBaat I love my India and Swaach Bharat,2014-11-06,2014,['MannKiBaat'],love india swaach bharat
213,Modi Ji speech se time mile to isey bhi dekh lena..... #mannkibaat http://t.co/8oQv0eBor2,2014-11-06,2014,['mannkibaat'],modi speech time mile isey dekh lena
214,Looking forward to the next episode of @narendramodi #MannKiBaat.,2014-11-06,2014,['MannKiBaat'],looking forward next episode
215,People in villages are sort of disconnected from common facilities people get in cities #mannkibaat,2014-11-05,2014,['mannkibaat'],people villages sort disconnected from common facilities people cities
216,.@timesnow should rename itself to #MannKiBaat #ModiNow,2014-11-05,2014,"['MannKiBaat', 'ModiNow']",should rename itself
217,"Dear honerable PM you mentioned directly write to  #mannkibaat http://t.co/Sc130ksfUE.
I write many times but never replied.",2014-11-05,2014,['mannkibaat'],dear honerable mentioned directly write write many times never replied
218,"सच बताऊँ तो जब भी दिमाग में कोई tweet नहीं आता है तो युगपुरुष जी या आशुतोष पर कुछ पेल देता हूँ।
#MannKiBaat",2014-11-05,2014,['MannKiBaat'],tweet
219,"@narendramodi #MannKiBaat Sir plz talk abt those who r deafmute, inorder to help them I think signlanguage must be made a mandatory sub.4all",2014-11-05,2014,['MannKiBaat'],talk those deafmute inorder help them think signlanguage must made mandatory suball
220,"#MannKiBaat
Niklo ge to har mod pe mil jayengi laash !
Dhoondhoge to iss sheher mein qaatil na milega !",2014-11-05,2014,['MannKiBaat'],jayengi laash dhoondhoge sheher mein qaatil milega
221,"#MannKiBaat excerpts from PMs 2nd radio program, incase anybody missd out @PMOIndia http://t.co/pwDOpGamzz",2014-11-05,2014,['MannKiBaat'],excerpts from radio program incase anybody missd
222,@narendramodi @PMOIndia please kindly introduce competition in railways for  passengers so that we can get quality #MannKiBaat,2014-11-05,2014,['MannKiBaat'],please kindly introduce competition railways passengers that quality
223,@narendramodi @PMOIndia : While India is developing the common man is still struggling with seats in railways.#MannKiBaat(1/2),2014-11-05,2014,['MannKiBaat'],while india developing common still struggling with seats railways
224,"RT @ajaydevgn: RT @ajaydevgn: Looking forward to the next episode of @narendramodi #MannKiBaat. As a father, I have always been very concern",2014-11-05,2014,['MannKiBaat'],looking forward next episode father have always been very concern
225,"Looking forward to the next episode of @narendramodi #MannKiBaat. As a father, I have always been very concerned about the issue of drugs.",2014-11-05,2014,['MannKiBaat'],looking forward next episode father have always been very concerned about issue drugs
226,"#quoteoftheday- ""Always used Branded things..."" (#quote #NaMo #BJP #MannKiBaat ) http://t.co/G4AT7v5KzC",2014-11-05,2014,"['quoteoftheday', 'quote', 'NaMo', 'BJP', 'MannKiBaat']",always used branded things
228,In #MannKiBaat @narendramodi gonna talk about the Drug addiction in youth...let's share our experience if any...Lets Clean India of Drugs !,2014-11-05,2014,['MannKiBaat'],gonna talk about drug addiction youthlets share experience anylets clean india drugs
232,"Nowadays, everything seems to be smart – except our cars in india #MannKiBaat",2014-11-05,2014,['MannKiBaat'],nowadays everything seems smart except cars india
233,@narendramodi #MannKiBaat Depression leads to suicides or to psychoactive drugs. For more enlightenment on this: https://t.co/ZASAxKywbC,2014-11-05,2014,['MannKiBaat'],depression leads suicides psychoactive drugs more enlightenment this
234,15lacs each ? 1 rupey bhi account mai aa jaye wo bhi badi baat hai  #MannKiBaat,2014-11-05,2014,['MannKiBaat'],lacs each rupey account jaye badi baat
235,"#mannkibaat: #PM @narendramodi JI WHY NOT U WILL BAN ON #Tobacco &amp; #Alcohol Factory?
I THINK U HAVE A GREAT CHANCE 2 BE A GREAT LEADER BY IT",2014-11-05,2014,"['mannkibaat', 'PM', 'Tobacco', 'Alcohol']",will factoryi think have great chance great leader
236,"#mannkibaat plz vist to Bangalore, we are fasing a so many problem. Bangalore as became a rapist  place. Take a series action against them.",2014-11-05,2014,['mannkibaat'],vist bangalore fasing many problem bangalore became rapist place take series action against them
238,"#mannkibaat Sir.. Aap traffic rules ke bare me bat kab karonge????? Aapki bat sab follow krte hai,, so ye bat bhi bole sir....",2014-11-05,2014,['mannkibaat'],traffic rules bare karonge aapki follow krte bole
239,#now you can talk to our Prime Minister Narendra Modi jee...Wo apne agle #radio program #mannkibaat mein #drugs... http://t.co/A2P3mejZ94,2014-11-05,2014,"['now', 'radio', 'mannkibaat', 'drugs']",talk prime minister narendra modi jeewo apne agle program mein
240,"The 'Nirbhaya Act' has not deterred rapists from committing this heinous crime. As an Indian,I am ashamed #MannKiBaat",2014-11-05,2014,['MannKiBaat'],nirbhaya deterred rapists from committing this heinous crime indiani ashamed
243,Love is all we have..the only way to show that each can help the other..#MannKiBaat  start it today ... show it everyday.,2014-11-05,2014,['MannKiBaat'],love havethe only show that each help other start today show everyday
245,#MannKiBaat modi ji ke sath. @narendramodi,2014-11-05,2014,['MannKiBaat'],modi sath
246,"Now, share your views on drug menace with Modi
Read: http://t.co/SdlrmAevJK
#gismaark #NarendraModi #MannKiBaat http://t.co/9PRnUbpsrl",2014-11-05,2014,"['gismaark', 'NarendraModi', 'MannKiBaat']",share your views drug menace with modiread
247,"Why ""Mann Ki Baat"" Is A Crucial Intervention By Our PM
Read: http://t.co/bHLOZOjtmZ
#gismaark #MannKiBaat #Modi http://t.co/44mEQjnn1y",2014-11-05,2014,"['gismaark', 'MannKiBaat', 'Modi']",mann baat crucial intervention pmread
